,1960,1960,1960,1960,1961,1961,1961,1961,1962,1962,1962,1962,1963,1963,1963,1963,1964,1964,1964,1964,1965,1965,1965,1965,1966,1966,1966,1966,1967,1967,1967,1967,1968,1968,1968,1968,1969,1969,1969,1969,1970,1970,1970,1970,1971,1971,1971,1971,1972,1972,1972,1972,1973,1973,1973,1973,1974,1974,1974,1974,1975,1975,1975,1975,1976,1976,1976,1976,1977,1977,1977,1977,1978,1978,1978,1978,1979,1979,1979,1979,1980,1980,1980,1980,1981,1981,1981,1981,1982,1982,1982,1982,1983,1983,1983,1983,1984,1984,1984,1984,1985,1985,1985,1985,1986,1986,1986,1986,1987,1987,1987,1987,1988,1988,1988,1988,1989,1989,1989,1989,1990,1990,1990,1990,1991,1991,1991,1991,1992,1992,1992,1992,1993,1993,1993,1993,1994,1994,1994,1994,1995,1995,1995,1995,1996,1996,1996,1996,1997,1997,1997,1997,1998,1998,1998,1998,1999,1999,1999,1999,2000,2000,2000,2000,2001,2001,2001,2001,2002,2002,2002,2002,2003,2003,2003,2003,2004,2004,2004,2004,2005,2005,2005,2005,2006,2006,2006,2006,2007,2007,2007,2007
,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4
        Nonresidential,30.413,30.436,30.424,30.342,30.302,30.28,30.261,30.279,30.286,30.328,30.321,30.296,30.3,30.292,30.326,30.344,30.354,30.502,30.52,30.664,30.706,30.781,30.878,31.026,31.006,31.294,31.365,31.633,31.777,31.95,32.164,32.474,32.735,33.053,33.321,33.815,34.091,34.414,34.797,35.231,35.628,36.214,36.447,36.924,37.441,37.874,38.206,38.445,38.883,39.181,39.43,39.663,40.001,40.567,41.201,41.704,42.503,43.833,45.614,47.588,49.335,50.586,51.226,51.921,52.491,53.164,53.87,54.657,55.721,56.556,57.53,58.519,59.373,60.358,61.349,62.414,63.738,65.154,66.539,67.801,69.326,70.923,72.431,73.928,75.93,77.747,79.143,80.815,81.936,82.879,83.358,83.544,83.119,82.751,82.628,82.623,82.687,82.99,83.169,83.266,83.53,83.679,83.995,84.363,84.581,85.134,85.689,86.079,86.142,86.113,86.141,86.949,87.757,88.227,88.604,89.432,89.899,90.296,90.807,91.261,91.778,92.141,92.775,93.385,94.297,94.383,94.334,94.054,93.977,93.902,93.971,93.988,94.057,94.131,94.079,94.367,94.625,94.825,95.028,95.119,95.535,95.847,96.111,95.897,95.592,95.22,95.238,95.041,94.916,94.856,94.783,94.402,93.854,93.386,93.005,92.79,92.661,92.426,92.019,92.171,92.43,92.627,92.91,92.893,92.513,92.481,92.253,92.123,92.053,91.967,91.698,91.731,91.38,91.199,90.957,91.101,91.357,91.902,92.133,92.774,93.632,94.231,94.568,95.301,95.891,96.365,96.96,97.718,98.195,98.382,98.345,98.316
            Structures,8.89,8.837,8.796,8.737,8.736,8.753,8.761,8.793,8.806,8.835,8.825,8.852,8.878,8.895,8.919,8.926,8.913,9.015,9.026,9.166,9.183,9.249,9.273,9.457,9.437,9.645,9.658,9.781,9.821,9.874,9.942,10.08,10.223,10.352,10.435,10.697,10.847,11.025,11.178,11.392,11.509,11.87,11.904,12.102,12.351,12.631,12.911,13.137,13.395,13.56,13.736,14,14.203,14.506,14.913,15.285,15.709,16.401,17.168,17.886,18.397,18.721,18.882,19.102,19.219,19.565,19.852,20.128,20.766,21.137,21.608,22.051,22.51,23.129,23.693,24.343,25.032,25.81,26.621,27.198,27.68,28.246,28.843,29.729,30.978,32.041,32.948,34.078,34.849,35.218,35.327,35.172,34.559,34.204,34.126,34.071,34.109,34.452,34.676,34.883,35.153,35.237,35.425,35.633,35.786,35.97,36.128,36.31,36.312,36.461,36.656,37.014,37.6,37.976,38.35,38.759,39.086,39.545,39.854,40.165,40.508,40.794,41.132,41.379,41.742,41.809,41.796,41.391,41.393,41.559,41.76,42.074,42.379,42.743,43.089,43.466,43.8,44.069,44.61,45.24,45.786,46.088,46.589,46.974,47.014,47.187,47.789,48.119,48.587,49.032,49.583,50.176,50.879,51.422,51.843,52.267,52.642,52.986,53.354,53.807,54.435,54.926,55.504,56.188,56.99,57.855,58.788,59.15,59.706,60.352,60.887,61.592,62.314,62.343,62.789,63.619,64.907,66.358,68.149,70.175,72.227,74.121,76.774,79.803,81.868,83.904,85.432,87.635,88.712,89.141,89.937,91.041
            Equipment,55.594,55.876,55.973,55.919,55.768,55.604,55.449,55.344,55.314,55.313,55.328,55.134,55.09,54.982,54.958,54.923,54.949,54.992,54.967,54.918,55.011,54.979,55.164,54.953,54.896,55.059,55.217,55.626,55.943,56.252,56.622,57.035,57.244,57.742,58.221,58.813,59.021,59.332,59.866,60.396,61.06,61.644,62.106,62.825,63.507,63.902,63.988,63.981,64.431,64.737,64.861,64.709,64.964,65.613,66.149,66.339,67.187,68.887,71.713,75.23,78.679,81.167,82.405,83.676,84.957,85.772,86.868,88.21,89.64,90.954,92.411,93.966,95.072,96.228,97.443,98.632,100.479,102.326,104.012,105.841,108.592,111.361,113.784,115.464,117.712,119.933,121.336,122.804,123.786,125.292,126.085,126.629,126.517,126.02,125.429,125.265,125.027,124.92,124.641,124.442,124.322,124.453,124.79,125.418,125.629,126.786,127.968,128.613,128.587,127.961,127.353,128.463,129.114,129.44,129.657,131.159,131.669,131.829,132.568,133.27,134.012,134.297,135.263,136.626,137.72,137.401,137.009,137.194,137.787,137.315,137.129,136.336,136.157,135.72,135.274,134.985,135.474,135.724,135.427,134.544,133.984,134.22,133.835,133.165,132.092,130.883,130.386,129.79,128.646,127.656,126.821,125.646,123.729,122.116,120.754,119.404,118.56,117.293,116.005,115.319,114.978,114.514,114.128,113.306,111.896,111.206,110.409,109.833,109.382,109.038,107.909,107.791,106.779,106.07,105.099,105.046,104.796,105.18,104.604,104.792,105.282,105.17,104.241,103.77,103.538,103.266,103.604,103.83,103.847,103.764,103.027,102.145
            Intellectual property products,31.319,31.34,31.424,31.48,31.503,31.534,31.632,31.709,31.707,31.766,31.762,31.766,31.667,31.703,31.816,31.97,32.104,32.27,32.364,32.383,32.354,32.44,32.568,32.656,32.833,32.972,33.046,33.143,33.184,33.356,33.578,33.884,34.27,34.509,34.769,35.13,35.581,35.952,36.427,36.83,37.369,37.714,38.116,38.536,38.96,39.211,39.451,39.631,39.997,40.323,40.653,40.968,41.466,42.046,42.768,43.651,44.76,45.894,47.031,48.129,49.072,49.986,50.568,51.097,51.348,52.083,52.723,53.399,53.82,54.376,54.992,55.611,56.363,57.045,57.879,58.817,59.729,60.815,61.885,63.001,64.256,65.486,66.738,67.947,69.215,70.415,71.511,72.956,73.806,74.693,75.498,76.35,77.043,77.48,78.225,78.741,79.404,79.867,80.472,80.523,81.079,81.301,81.629,81.626,81.821,81.943,82.105,82.309,82.655,83.116,83.686,84.575,85.523,86.068,86.364,86.521,86.898,87.154,87.41,87.469,87.667,88.044,88.447,88.414,89.737,90.357,90.722,90.256,89.196,89.187,89.289,89.808,89.727,89.939,89.735,90.587,90.252,90.168,90.423,91.008,92.616,92.95,93.72,93.224,93.636,93.761,93.6,93.202,93.707,94.286,94.42,93.791,93.529,93.39,93.387,94.051,94.358,94.991,94.977,96.016,96.674,97.492,98.391,98.665,98.331,98.106,97.182,97.099,96.849,96.305,96.415,95.941,95.402,95.754,95.857,95.572,95.51,95.368,95.254,95.216,95.472,95.894,95.99,96.439,96.902,97.038,97.103,97.295,97.892,98.252,98.443,98.538
        Residential,12.419,12.466,12.468,12.482,12.442,12.49,12.493,12.482,12.504,12.503,12.499,12.482,12.487,12.438,12.299,12.381,12.267,12.465,12.502,12.77,12.753,12.764,12.76,13.113,12.944,13.418,13.336,13.622,13.637,13.67,13.742,13.994,14.247,14.379,14.39,14.958,15.266,15.487,15.553,15.787,15.775,16.357,15.914,16.037,16.454,16.785,17.092,17.357,17.608,17.697,18.001,18.563,18.816,19.301,19.967,20.322,20.793,21.284,21.958,22.531,23.077,23.458,23.663,24.088,24.243,24.955,25.359,25.823,26.455,27.168,28.068,28.937,29.769,30.661,31.489,32.333,33.007,34.146,35.238,36.096,37.039,37.909,38.777,39.679,40.604,41.228,41.711,42.37,42.954,43.586,43.918,44.113,44.345,44.46,44.713,45.102,45.384,45.771,46.209,46.644,46.862,46.968,47.311,47.896,48.495,49,49.643,50.203,50.785,51.23,51.715,52.219,52.597,53.074,53.455,53.975,54.336,55,55.191,55.592,56.006,56.23,56.443,56.518,56.701,56.97,57.307,57.082,56.882,57.45,57.869,58.629,59.259,59.902,60.427,60.631,61.435,61.834,62.471,63.255,64,64.325,64.589,64.96,65.22,65.518,66.185,66.485,66.796,67.121,67.669,68.164,68.354,68.823,69.504,70.126,70.784,71.554,72.158,72.737,73.973,74.718,75.347,76.004,77.062,78.069,79.322,79.776,79.652,80.107,80.453,81.78,83.513,83.65,84.249,85.751,87.631,89.384,91.193,92.625,93.824,95.346,97.865,99.695,101.317,102.265,102.637,103.373,103.894,103.602,103.62,103.704
    Change in private inventories,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Net exports of goods and services,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
    Exports,23.955,23.915,24.025,23.95,24.062,24.382,24.337,24.518,24.561,24.323,24.309,24.349,24.384,24.35,24.292,24.321,24.375,24.359,24.553,24.82,25.386,25.306,25.331,25.237,25.652,25.863,26.166,26.617,27.091,27.051,27.022,27.172,27.367,27.931,27.583,27.772,28.179,28.221,28.606,29.27,29.277,29.856,29.79,29.902,30.774,30.843,30.694,30.883,31.714,31.959,32.072,32.785,33.692,35.193,37.232,39.139,41.901,43.362,45.82,48.161,49.503,49.351,49.197,49.492,50.206,50.754,51.055,51.975,52.58,53.36,53.086,53.319,54.331,55.662,56.562,58.416,60.148,62.61,64.092,65.288,67.233,68.171,70.111,72.482,74.293,74.617,74.729,74.967,75.412,75.355,74.814,74.38,74.697,74.973,75.398,76.144,76.25,76.744,75.966,75.147,74.318,74.02,73.423,73.253,72.882,72.5,72.081,72.635,72.885,73.936,74.149,75.375,76.258,77.854,78.801,78.665,79.423,79.548,79.073,78.817,78.885,79.03,79.761,80.922,81.137,80.68,80.131,80.274,80.14,80.214,80.205,80.056,80.149,80.368,80.312,80.279,80.64,80.956,81.335,81.848,82.727,83.386,83.184,82.805,82.65,82.394,81.784,80.945,80.717,80.663,80.457,80.095,79.285,78.861,78.223,77.938,77.716,77.877,77.983,78.288,78.836,79.44,79.805,79.758,79.572,79.093,78.706,77.862,77.482,77.953,78.573,78.782,79.094,79.192,79.356,79.922,81.172,82.052,82.476,83.383,84.304,84.874,85.397,85.909,86.436,87.597,88.64,88.633,89.538,90.702,91.4,92.785
        Goods,27.339,27.3,27.437,27.33,27.568,27.991,27.858,28.08,27.966,27.574,27.535,27.559,27.678,27.617,27.501,27.485,27.629,27.523,27.75,28.091,28.854,28.74,28.744,28.565,29.165,29.41,29.803,30.407,31.087,30.941,30.811,30.933,31.082,31.864,31.275,31.463,31.992,31.901,32.344,33.248,33.456,34.172,33.884,33.914,34.935,34.888,34.518,34.738,35.222,35.471,35.517,36.468,37.865,39.756,42.364,44.817,48.243,50.085,53.286,56.412,58.159,57.706,57.338,57.592,58.371,59.016,59.256,60.363,61.136,61.962,61.351,61.411,62.618,64.216,65.18,67.591,69.922,73.006,74.655,75.792,77.907,78.802,81.11,84.058,86.134,86.28,86.145,86.158,86.534,86.127,84.982,84.095,84.177,84.506,85.041,86.127,86.494,86.945,85.557,84.092,82.693,82.057,80.836,80.269,79.343,78.734,77.997,78.628,78.945,80.232,80.303,82.02,83.165,85.335,86.646,86.265,87.108,87.042,86.21,85.595,85.245,85.349,85.743,86.503,86.603,86.079,85.037,85.037,84.683,84.561,84.223,83.905,83.939,84.05,83.922,83.751,84.237,84.604,84.954,85.61,86.725,87.335,87.027,86.475,85.973,85.483,84.419,83.013,82.814,82.585,82.269,81.718,80.772,80.161,79.276,78.767,78.496,78.436,78.62,79.066,79.408,80.023,80.256,80.373,80.242,79.882,79.434,78.558,78.038,78.455,79.11,79.297,79.418,79.418,79.25,79.914,81.206,82.196,82.495,83.313,84.214,84.787,85.083,85.609,86.088,87.303,88.444,88.452,89.343,90.563,91.251,92.736
        Services,16.866,16.819,16.875,16.865,16.732,16.849,16.972,17.073,17.41,17.469,17.503,17.569,17.455,17.469,17.521,17.644,17.507,17.678,17.801,17.913,18.084,18.071,18.139,18.216,18.247,18.393,18.522,18.666,18.741,18.898,19.056,19.252,19.523,19.663,19.774,19.958,20.13,20.415,20.682,20.875,20.499,20.803,21.154,21.416,21.976,22.249,22.517,22.655,24.06,24.307,24.563,24.794,24.634,25.266,26.029,26.681,27.911,28.513,29.25,29.797,30.241,30.753,31.09,31.498,32.067,32.391,32.836,33.331,33.552,34.241,34.755,35.384,35.969,36.706,37.475,38.059,38.424,39.479,40.593,41.971,43.568,44.674,45.778,46.822,48.073,48.833,49.525,50.284,50.889,51.624,52.433,52.983,53.805,53.965,54.167,54.195,53.781,54.363,54.849,55.394,55.755,56.142,56.843,57.499,58.241,58.309,58.52,58.908,59.017,59.575,60.072,60.28,60.614,60.983,61.157,61.538,62.104,62.624,62.913,63.41,64.348,64.573,65.998,67.965,68.418,68.117,68.599,69.049,69.393,69.888,70.581,70.798,71.012,71.451,71.546,71.806,71.895,72.103,72.544,72.732,73.072,73.843,73.884,73.901,74.548,74.834,75.3,75.819,75.535,75.924,76.001,76.124,75.656,75.694,75.662,75.942,75.849,76.552,76.467,76.424,77.487,78.064,78.775,78.299,77.978,77.197,76.962,76.197,76.166,76.766,77.301,77.559,78.33,78.667,79.644,79.97,81.117,81.737,82.46,83.579,84.547,85.113,86.188,86.667,87.314,88.34,89.143,89.097,90.04,91.072,91.794,92.947
    Imports,16.854,16.849,16.934,16.888,16.906,16.888,16.87,16.863,16.67,16.696,16.637,16.723,16.875,16.948,17.048,17.143,17.297,17.385,17.36,17.412,17.551,17.476,17.598,17.783,17.869,18.058,18.01,18.116,18.115,18.069,18.074,18.085,18.204,18.342,18.378,18.507,18.582,18.662,18.797,19.282,19.488,19.713,20.197,20.402,20.918,20.991,21.246,21.558,21.917,22.483,22.852,23.372,24.08,25.988,27.226,29.257,33.858,37.713,39.638,40.917,41.595,41.723,40.796,40.847,41.487,42.106,42.856,43.302,44.84,46.094,46.711,47.187,47.97,49.125,49.936,50.807,52.786,55.533,59.691,63.675,69.041,71.583,73.601,74.859,76.72,77.143,75.112,75.271,75.066,73.76,72.886,72.327,70.8,70.799,70.936,70.492,70.716,71.113,69.846,68.978,67.306,67.587,67.53,68.862,69.017,66.89,67.349,68.168,69.895,71.708,72.435,73.571,74.634,75.975,75.141,75.751,76.955,77.798,76.47,76.875,78.077,76.709,78.943,83.33,80.779,78.55,77.364,77.713,78.066,78.364,79.361,78.727,78.265,78.541,77.842,77.52,77.461,78.181,79.493,79.804,80.481,81.651,81.148,80.421,80.247,79.833,79.031,79.003,78.407,76.78,76.276,75.673,73.805,72.9,71.945,71.891,71.614,72.51,73.395,74.42,75.857,75.922,76.442,76.633,76.347,74.797,73.682,71.909,71.578,73.178,73.8,74.32,76.161,74.922,75.139,75.603,77.425,78.327,79.188,81.159,81.827,82.727,84.372,85.777,85.966,86.996,87.836,86.819,87.365,88.807,90.08,93.433
        Goods,17.716,17.683,17.709,17.584,17.557,17.498,17.493,17.483,17.192,17.156,17.017,16.994,17.102,17.175,17.295,17.399,17.661,17.758,17.69,17.731,17.792,17.642,17.775,17.972,17.991,18.26,18.191,18.341,18.278,18.207,18.206,18.21,18.335,18.474,18.456,18.606,18.715,18.786,18.893,19.532,19.758,19.959,20.576,20.815,21.188,21.134,21.36,21.602,22.136,22.81,23.169,23.667,24.408,26.392,27.595,29.928,35.427,40.11,42.43,43.851,44.63,44.609,43.256,43.133,43.933,44.709,45.5,45.916,47.711,49.134,49.737,50.123,50.983,52.202,52.854,53.742,56.004,59.098,63.856,68.401,74.494,77.499,79.659,81.149,83.461,83.908,81.198,81.153,80.807,79.334,78.484,77.807,75.861,75.879,76.034,75.467,75.676,76.191,75.053,74.269,72.302,72.276,71.712,72.951,72.487,69.584,69.958,70.926,73.397,75.557,76.259,77.572,78.494,80.038,79.054,79.757,81.506,82.638,80.905,81.184,82.284,80.233,82.523,87.342,84.02,81.66,80.057,80.375,80.63,80.852,81.594,81.063,80.515,80.682,79.935,79.453,79.352,80.205,81.459,81.704,82.724,83.655,82.981,82.127,81.827,81.23,80.142,79.973,79.342,77.367,76.914,76.271,74.366,73.14,71.959,71.663,71.333,72.184,73.133,74.386,76.065,76.309,76.877,77.265,76.872,75.18,73.805,71.815,71.504,73.169,73.559,74.052,75.913,74.108,74.204,74.561,76.427,77.561,78.408,80.371,80.973,82.083,83.951,85.599,85.688,86.665,87.506,86.232,86.754,88.231,89.525,93.219
        Services,14.547,14.589,14.771,14.862,14.955,15.007,14.97,14.964,14.948,15.082,15.175,15.461,15.691,15.764,15.822,15.893,15.829,15.892,15.955,16.03,16.329,16.418,16.51,16.661,16.894,16.896,16.896,16.898,17.037,17.049,17.067,17.089,17.192,17.32,17.491,17.56,17.55,17.647,17.851,17.926,18.073,18.348,18.49,18.599,19.454,19.861,20.186,20.682,20.531,20.769,21.155,21.728,22.309,23.914,25.234,26.177,27.635,28.691,29.298,30.124,30.515,31.09,31.49,32.095,32.202,32.281,32.882,33.423,34.027,34.661,35.32,36.124,36.616,37.532,38.925,39.718,40.632,42.085,44.011,45.92,48.587,49.438,50.942,51.39,51.669,51.987,52.29,53.116,53.355,52.626,51.719,51.568,51.437,51.397,51.479,51.461,51.708,51.696,50.064,49.002,48.382,49.638,51.239,52.836,55.054,55.683,56.424,56.681,55.78,56.375,57.153,57.658,59.143,59.766,59.468,59.755,59.095,58.95,59.007,59.806,61.285,62.188,64.152,66.994,67.028,65.328,65.57,66.023,66.707,67.276,69.2,68.184,68.05,68.752,68.253,68.579,68.701,68.874,70.426,71.024,70.141,72.387,72.667,72.527,72.951,73.392,73.938,74.593,74.166,74.238,73.477,73.067,71.365,72.057,72.236,73.417,73.439,74.603,75.148,74.926,75.033,74.127,74.397,73.524,73.839,73.05,73.282,72.66,72.224,73.499,75.358,76,77.695,79.619,80.498,81.531,83.113,82.734,83.68,85.699,86.755,86.455,86.826,86.844,87.607,88.938,89.769,90.184,90.852,92.1,93.273,94.811
Government consumption expenditures and gross investment,11.008,11.019,11.123,11.219,11.222,11.286,11.285,11.345,11.43,11.482,11.517,11.559,11.731,11.756,11.709,11.915,12.002,12.032,12.152,12.166,12.248,12.32,12.443,12.64,12.726,12.817,13.013,13.073,13.124,13.258,13.406,13.619,13.784,13.956,14.146,14.381,14.494,14.736,15.059,15.283,15.676,15.941,16.221,16.476,16.927,17.239,17.485,17.758,18.32,18.521,18.738,19.071,19.415,19.757,20.09,20.492,20.9,21.461,22.169,22.86,23.301,23.707,24.019,24.439,24.754,25.013,25.245,25.718,26.145,26.533,26.835,27.435,27.787,28.287,28.737,29.187,29.809,30.386,31.271,31.921,32.666,33.735,34.411,35.391,36.326,37.134,37.785,38.442,39.074,39.774,40.258,40.752,40.939,41.322,41.75,42.043,42.618,43.031,43.549,44.034,44.207,44.479,44.784,45.14,45.178,45.224,45.453,45.769,46.064,46.459,46.907,47.099,47.534,47.999,48.342,48.817,49.326,49.852,50.216,50.649,51.201,51.891,52.308,53.043,53.382,53.678,54.231,54.736,54.987,55.441,55.883,56.251,56.5,56.798,57.065,57.446,57.827,58.214,58.652,59.146,59.547,59.979,60.252,60.718,61.139,61.059,61.432,61.784,62.118,62.398,62.621,63.092,63.047,63.372,63.823,64.235,64.652,65.404,66.119,66.899,67.692,68.249,68.893,69.56,70.135,70.439,70.715,70.966,71.403,72.06,72.608,73.479,74.433,74.654,75.217,75.793,76.643,77.577,78.628,79.756,80.596,81.506,82.635,83.695,84.333,85.345,86.114,86.843,88.157,89.007,89.845,90.926
    Federal,13.543,13.527,13.694,13.849,13.801,13.843,13.785,13.843,13.916,13.994,14.054,14.081,14.344,14.335,14.218,14.563,14.704,14.719,14.921,14.9,14.949,15.029,15.193,15.525,15.549,15.554,15.824,15.822,15.766,15.938,16.084,16.373,16.508,16.697,16.975,17.218,17.254,17.495,17.948,18.173,18.705,18.952,19.275,19.52,20.14,20.516,20.812,21.234,22.106,22.329,22.514,23.007,23.382,23.791,24.281,24.795,25.041,25.487,26.229,27.1,27.595,27.997,28.377,29.03,29.455,29.703,30.043,30.846,31.282,31.636,31.791,32.711,33.083,33.732,34.295,34.888,35.532,36.07,36.914,37.728,38.474,39.962,40.365,41.577,42.404,43.388,44.339,45.19,45.916,46.828,47.223,47.783,47.874,48.243,48.776,49.091,49.723,50.216,50.961,51.591,51.389,51.513,51.791,52.133,52.003,51.874,51.947,52.005,51.916,52.161,52.538,52.648,53.367,53.892,54.2,54.635,55.04,55.444,55.72,55.92,56.313,57.281,57.361,58.047,58.572,58.862,59.618,60.217,60.3,60.516,61.043,61.427,61.584,61.857,62.306,62.863,63.149,63.677,64.045,64.574,65.123,65.561,65.901,66.809,66.961,66.598,66.983,67.21,67.439,67.883,68.04,68.517,68.231,68.67,69.116,69.335,69.535,70.116,70.753,71.627,72.33,72.614,73.135,73.464,73.588,73.971,74.441,74.92,75.4,76.11,76.762,78.186,79.059,79.624,80.347,80.952,81.643,82.353,83.107,83.916,85.021,85.789,86.685,87.31,88.048,88.661,89.317,89.776,90.537,91.258,91.887,92.631
        National defense,13.075,13.054,13.177,13.338,13.264,13.307,13.236,13.292,13.352,13.433,13.502,13.46,13.787,13.771,13.616,14.005,14.12,14.092,14.281,14.249,14.297,14.391,14.578,14.935,14.916,14.909,15.219,15.191,15.125,15.31,15.47,15.787,15.871,16.053,16.323,16.544,16.566,16.817,17.25,17.457,17.929,18.133,18.449,18.686,19.295,19.646,19.944,20.425,21.504,21.732,21.904,22.413,22.762,23.214,23.772,24.253,24.535,24.88,25.696,26.504,26.946,27.29,27.637,28.292,28.76,29.013,29.385,30.228,30.722,31.045,31.16,32.15,32.574,33.329,33.886,34.429,35.13,35.713,36.61,37.376,38.23,39.808,40.127,41.491,42.157,43.226,44.247,45.271,45.928,46.96,47.316,47.89,48.159,48.418,48.998,49.499,50.071,50.519,51.339,52.068,51.56,51.609,51.922,52.363,52.082,51.812,51.844,51.85,51.894,52.127,52.487,52.546,53.227,53.721,54.028,54.637,54.874,55.264,55.521,55.793,56.233,57.104,57.267,58.055,58.282,58.367,59.252,60.027,60.212,60.385,60.953,61.157,61.14,61.326,61.687,62.315,62.468,63.076,63.439,63.94,64.453,64.87,65.174,65.644,66.169,65.79,66.118,66.385,66.545,67.018,67.046,67.52,67.37,67.797,67.974,68.328,68.629,69.271,69.759,70.528,71.337,71.771,72.085,72.43,72.853,73.024,73.489,73.699,74.305,74.998,75.718,77.757,78.53,79.097,79.802,80.524,81.158,81.777,82.592,83.503,84.689,85.508,86.554,87.292,87.99,88.703,89.455,89.942,90.608,91.248,92.066,93.022
        Nondefense,14.25,14.263,14.654,14.75,14.856,14.886,14.913,14.974,15.112,15.158,15.168,15.521,15.458,15.479,15.546,15.672,15.912,16.097,16.331,16.353,16.403,16.425,16.494,16.719,16.898,16.941,17.041,17.143,17.139,17.246,17.314,17.46,17.802,18.003,18.293,18.608,18.701,18.883,19.383,19.658,20.379,20.769,21.1,21.361,21.979,22.423,22.704,22.943,23.21,23.413,23.626,24.065,24.501,24.791,25.1,25.686,25.842,26.535,27.08,28.082,28.697,29.227,29.674,30.317,30.638,30.87,31.136,31.84,32.145,32.564,32.804,33.565,33.827,34.25,34.822,35.506,36.029,36.473,37.2,38.109,38.627,39.921,40.487,41.377,42.53,43.327,44.124,44.592,45.462,46.089,46.573,47.088,46.759,47.382,47.799,47.643,48.434,49.041,49.599,49.973,50.557,50.874,51.058,51.132,51.409,51.664,51.851,52.044,51.594,51.873,52.292,52.55,53.376,53.991,54.299,54.223,55.104,55.545,55.874,55.876,56.139,57.356,57.219,57.637,58.919,59.729,60.151,60.322,60.168,60.483,60.916,61.7,62.235,62.693,63.324,63.729,64.287,64.652,65.026,65.613,66.234,66.713,67.124,68.88,68.308,67.976,68.47,68.622,68.98,69.372,69.764,70.246,69.717,70.176,71.117,71.078,71.104,71.578,72.472,73.528,74.048,74.075,74.944,75.25,74.87,75.609,76.091,77.02,77.291,78.027,78.565,78.96,79.996,80.554,81.305,81.704,82.499,83.371,84.017,84.643,85.603,86.278,86.901,87.323,88.13,88.566,89.05,89.461,90.393,91.261,91.545,91.903
